customer_id;first_name;last_name;cidade;total_alugueis;gasto_total;temperatura;idade_ficticia;faixa_etaria
103;GLADYS;HAMILTON;Ilorin;31;146.69;25.1;20;18-25
104;RITA;GRAHAM;Toulon;24;92.76;14.3;27;26-35
105;DAWN;SULLIVAN;Funafuti;26;120.74;31.0;33;26-35
106;CONNIE;WALLACE;Ivanovo;23;100.77;8.2;20;18-25
107;FLORENCE;WOODS;Merlo;30;126.7;9.8;18;18-25
108;TRACY;COLE;Huixquilucan;30;132.7;21.1;33;26-35
109;EDNA;WEST;Klerksdorp;26;107.74;7.4;34;26-35
110;TIFFANY;JORDAN;Enshi;14;59.86;19.8;24;18-25
111;CARMEN;OWENS;Caracas;26;97.74;26.3;27;26-35
112;ROSA;REYNOLDS;Lancaster;30;133.7;30.1;32;26-35
114;GRACE;ELLIS;Duisburg;33;139.67;7.0;31;26-35
116;VICTORIA;GIBSON;Pemalang;27;111.73;24.5;30;26-35
117;EDITH;MCDONALD;Gandhinagar;19;71.81;29.2;29;26-35
118;KIM;CRUZ;Grand Prairie;21;82.79;28.1;27;26-35
122;THELMA;MURRAY;Lima;32;126.68;17.4;26;26-35
125;ETHEL;WEBB;Boksburg;32;135.68;9.9;22;18-25
127;ELAINE;STEVENS;Smolensk;24;107.76;10.6;29;26-35
129;CARRIE;PORTER;Liaocheng;34;124.66;19.5;24;18-25
132;ESTHER;CRAWFORD;Botshabelo;28;95.72;2.1;24;18-25
134;EMMA;BOYD;Qalyub;23;94.77;21.1;30;26-35
135;JUANITA;MASON;Pune;30;110.7;23.4;26;26-35
137;RHONDA;KENNEDY;Apeldoorn;39;194.61;4.1;32;26-35
138;HAZEL;WARREN;Hohhot;34;110.66;12.0;33;26-35
140;EVA;RAMOS;Clarksville;18;83.82;20.3;19;18-25
141;DEBBIE;REYES;Fukuyama;32;130.68;20.2;19;18-25
142;APRIL;BURNS;Dundee;26;94.74;4.2;21;18-25
143;LESLIE;GORDON;Kilis;22;89.78;18.0;30;26-35
145;LUCILLE;HOLMES;Soshanguve;28;108.72;8.1;34;26-35
146;JAMIE;RICE;Sterling Heights;29;139.71;10.0;23;18-25
148;ELEANOR;HUNT;Saint-Denis;46;216.54;19.3;27;26-35
149;VALERIE;BLACK;Brockton;26;121.74;8.3;27;26-35
150;DANIELLE;DANIELS;Hidalgo;25;105.75;29.9;33;26-35
151;MEGAN;PALMER;Laiwu;27;92.73;16.8;23;18-25
152;ALICIA;MILLS;Nagaon;21;83.79;27.0;19;18-25
153;SUZANNE;NICHOLS;Jakarta;24;94.76;26.0;30;26-35
154;MICHELE;GRANT;Yuncheng;30;130.7;21.4;30;26-35
155;GAIL;KNIGHT;Bern;25;109.75;7.1;34;26-35
156;BERTHA;FERGUSON;Ondo;25;101.75;22.9;22;18-25
157;DARLENE;ROSE;Pyongyang;31;113.69;16.0;34;26-35
158;VERONICA;STONE;Greensboro;32;126.68;19.4;33;26-35
159;JILL;HAWKINS;Linz;21;68.79;9.2;23;18-25
162;LAUREN;HUDSON;Le Mans;20;71.8;9.3;21;18-25
163;CATHY;SPENCER;Kakamigahara;29;122.71;21.2;29;26-35
164;JOANN;GARDNER;Tarsus;16;66.84;20.0;19;18-25
165;LORRAINE;STEPHENS;Hami;21;86.79;10.5;27;26-35
166;LYNN;PAYNE;Lilongwe;28;123.72;16.6;23;18-25
167;SALLY;PIERCE;Chandrapur;32;119.68;25.3;28;26-35
168;REGINA;BERRY;Jinchang;34;135.66;13.5;26;26-35
169;ERICA;MATTHEWS;Pingxiang;22;95.78;22.2;23;18-25
170;BEATRICE;ARNOLD;Udaipur;26;119.74;33.2;26;26-35
171;DOLORES;WAGNER;Ipoh;26;114.74;28.1;22;18-25
172;BERNICE;WILLIS;Batman;33;145.67;15.0;32;26-35
173;AUDREY;RAY;Graz;29;119.71;10.2;20;18-25
174;YVONNE;WATKINS;Ocumare del Tuy;21;92.79;26.3;18;18-25
176;JUNE;CARROLL;Skikda;37;173.63;15.5;33;26-35
177;SAMANTHA;DUNCAN;Matamoros;23;71.77;35.4;33;26-35
180;STACY;CUNNINGHAM;Pereira;23;98.77;16.1;26;26-35
181;ANA;BRADLEY;Memphis;34;174.66;23.3;27;26-35
182;RENEE;LANE;Compton;31;107.69;21.1;26;26-35
185;ROBERTA;HARPER;Shahr-e Kord;23;84.77;11.3;18;18-25
186;HOLLY;FOX;Haldia;31;114.69;29.5;29;26-35
187;BRITTANY;RILEY;Sumy;28;159.72;10.9;24;18-25
188;MELANIE;ARMSTRONG;Bayugan;25;92.75;28.2;22;18-25
189;LORETTA;CARPENTER;Oshawa;22;93.78;9.0;26;26-35
190;YOLANDA;WEAVER;Tabora;27;110.73;19.3;21;18-25
193;KATIE;ELLIOTT;Kisumu;25;109.75;18.0;25;18-25
194;KRISTEN;CHAVEZ;Hino;18;87.82;19.5;24;18-25
195;VANESSA;SIMS;Siegen;19;86.81;4.2;22;18-25
196;ALMA;AUSTIN;Mannheim;35;151.65;6.4;25;18-25
197;SUE;PETERS;Changzhou;40;154.6;20.3;22;18-25
199;BETH;FRANKLIN;Haiphong;25;103.75;28.4;31;26-35
200;JEANNE;LAWSON;Ashgabat;27;136.73;23.1;21;18-25
201;VICKI;FIELDS;Witten;25;108.75;4.1;21;18-25
203;TARA;RYAN;Gorontalo;20;88.8;29.3;19;18-25
205;EILEEN;CARR;Ciudad del Este;18;80.82;19.1;26;26-35
206;TERRI;VASQUEZ;Blumenau;27;126.73;17.0;27;26-35
207;GERTRUDE;CASTILLO;Nuuk;34;137.66;0.0;29;26-35
210;ELLA;OLIVER;Aden;31;137.69;31.1;34;26-35
211;STACEY;MONTGOMERY;Fuyu;34;151.66;20.5;31;26-35
212;WILMA;RICHARDS;Bellevue;20;91.8;20.0;26;26-35
214;KRISTIN;JOHNSTON;Sunnyvale;31;116.69;19.4;29;26-35
215;JESSIE;BANKS;Stara Zagora;26;91.74;12.6;27;26-35
217;AGNES;BISHOP;Sambhal;23;98.77;31.4;23;18-25
218;VERA;MCCOY;Kabul;18;67.82;20.5;19;18-25
220;CHARLENE;ALVAREZ;Zanzibar;27;114.73;24.1;26;26-35
223;MELINDA;FERNANDEZ;Mandi Bahauddin;17;80.83;31.7;31;26-35
224;PEARL;GARZA;Jodhpur;22;76.78;32.1;31;26-35
228;ALLISON;STANLEY;Phnom Penh;27;92.73;30.3;20;18-25
232;CONSTANCE;REID;Zaria;25;95.75;27.9;30;26-35
235;JACKIE;LYNCH;Buenaventura;25;93.75;25.1;30;26-35
236;MARCIA;DEAN;Tanza;42;175.58;33.2;32;26-35
237;TANYA;GILBERT;Naju;33;144.67;32.4;34;26-35
238;NELLIE;GARRETT;Shimoga;21;94.79;23.5;25;18-25
239;MINNIE;ROMERO;Ciomas;34;142.66;23.5;32;26-35
240;MARLENE;WELCH;Iwaki;26;117.74;17.1;24;18-25
242;GLENDA;FRAZIER;Qinhuangdao;32;140.68;19.9;33;26-35
248;CAROLINE;BOWMAN;Tallahassee;15;50.85;26.1;23;18-25
249;DORA;MEDINA;Tianjin;23;107.77;15.4;22;18-25
250;JO;FOWLER;Oyo;20;73.8;7.6;31;26-35
252;MATTIE;HOFFMAN;London;22;64.78;5.1;21;18-25
255;IRMA;PEARSON;Hagonoy;18;70.82;32.1;32;26-35
256;MABEL;HOLLAND;Monywa;30;112.7;30.2;31;26-35
257;MARSHA;DOUGLAS;Beira;37;151.63;20.8;22;18-25
258;MYRTLE;FLEMING;Santiago de los Caballeros;24;110.76;28.3;32;26-35
260;CHRISTY;VARGAS;Datong;31;122.69;7.0;22;18-25
261;DEANNA;BYRD;Tuguegarao;26;107.74;30.1;23;18-25
262;PATSY;DAVIDSON;Portoviejo;28;119.72;24.2;29;26-35
263;HILDA;HOPKINS;Mandaluyong;29;122.71;33.2;25;18-25
264;GWENDOLYN;MAY;Higashiosaka;25;98.75;23.0;30;26-35
265;JENNIE;TERRY;Olomouc;29;133.71;6.3;29;26-35
266;NORA;HERRERA;Salzburg;28;118.72;8.2;31;26-35
267;MARGIE;WADE;Lengshuijiang;36;159.64;20.3;18;18-25
269;CASSANDRA;WALTERS;Salinas;30;129.7;17.8;31;26-35
270;LEAH;CURTIS;Kalisz;25;104.75;4.1;25;18-25
271;PENNY;NEAL;Kumbakonam;18;68.82;30.2;28;26-35
272;KAY;CALDWELL;Yantai;20;98.8;14.5;28;26-35
273;PRISCILLA;LOWE;Salamanca;35;157.65;9.3;21;18-25
275;CAROLE;BARNETT;Peoria;30;108.7;39.4;26;26-35
276;BRANDY;GRAVES;Warren;28;122.72;10.6;29;26-35
279;DIANNE;SHELTON;Tabriz;31;135.69;16.3;30;26-35
280;TRACEY;BARRETT;Owo;27;118.73;23.1;27;26-35
281;LEONA;OBRIEN;Fuzhou;14;50.86;27.4;23;18-25
282;JENNY;CASTRO;Ponce;27;103.73;27.4;26;26-35
283;FELICIA;SUTTON;Korla;28;86.72;22.9;19;18-25
284;SONIA;GREGORY;Benin City;28;126.72;24.1;19;18-25
287;BECKY;MILES;Tambaram;29;115.71;29.3;19;18-25
288;BOBBIE;CRAIG;Valle de Santiago;24;80.76;30.0;22;18-25
291;TONI;HOLT;Roanoke;23;95.77;16.7;32;26-35
294;SHELLY;WATTS;Dayton;26;113.74;13.1;20;18-25
295;DAISY;BATES;Kolpino;38;162.62;11.4;20;18-25
298;ERIKA;PENA;Oulu;26;101.74;5.0;33;26-35
299;JAMES;GANNON;Hiroshima;30;131.7;23.3;32;26-35
300;JOHN;FARNSWORTH;Parbhani;31;137.69;25.7;24;18-25
301;ROBERT;BAUGHMAN;Kaliningrad;21;92.79;7.3;32;26-35
303;WILLIAM;SATTERFIELD;Sanaa;26;100.74;17.4;29;26-35
304;DAVID;ROYAL;Callao;26;115.74;17.1;26;26-35
305;RICHARD;MCCRARY;Arlington;25;109.75;28.1;32;26-35
306;CHARLES;KOWALSKI;Sungai Petani;32;138.68;28.0;34;26-35
307;JOSEPH;JOY;Angra dos Reis;30;134.7;18.9;25;18-25
308;THOMAS;GRIGSBY;Kansas City;25;105.75;19.4;34;26-35
309;CHRISTOPHER;GRECO;Brescia;31;147.69;12.2;32;26-35
311;PAUL;TROUT;Kursk;23;120.77;10.3;26;26-35
312;MARK;RINEHART;Tabuk;26;104.74;26.3;30;26-35
313;DONALD;MAHON;Ezhou;23;89.77;17.6;26;26-35
314;GEORGE;LINTON;Sorocaba;33;131.67;16.3;18;18-25
315;KENNETH;GOODEN;Bat Yam;17;84.83;20.3;19;18-25
318;BRIAN;WYMAN;Bydgoszcz;12;52.88;3.9;34;26-35
319;RONALD;WEINER;San Felipe del Progreso;30;132.7;17.0;29;26-35
323;MATTHEW;MAHAN;Cuautla;31;114.69;30.3;22;18-25
324;GARY;COY;Yuzhou;25;103.75;19.6;24;18-25
326;JOSE;ANDREW;Kingstown;25;96.75;27.0;19;18-25
327;LARRY;THRASHER;Adana;26;112.74;20.0;27;26-35
330;SCOTT;SHELLEY;Aurora;25;94.75;22.3;19;18-25
332;STEPHEN;QUALLS;Dhaka;28;118.72;27.3;27;26-35
333;ANDREW;PURDY;Baku;27;109.73;10.1;24;18-25
335;GREGORY;MAULDIN;Sousse;23;78.77;9.0;20;18-25
337;JERRY;JORDON;Onomichi;29;143.71;20.2;18;18-25
338;DENNIS;GILMAN;Paarl;28;114.72;10.1;34;26-35
339;WALTER;PERRYMAN;Xinxiang;30;127.7;19.0;18;18-25
340;PATRICK;NEWSOM;Hanoi;31;119.69;29.1;34;26-35
341;PETER;MENARD;Ede;23;106.77;19.4;21;18-25
342;HAROLD;MARTINO;Boa Vista;32;130.68;26.2;23;18-25
343;DOUGLAS;GRAF;Mexicali;25;114.75;40.2;31;26-35
345;CARL;ARTIS;San Lorenzo;23;106.77;20.3;23;18-25
347;RYAN;SALISBURY;Daugavpils;30;142.7;11.3;28;26-35
349;JOE;GILLILAND;Imus;29;138.71;33.2;24;18-25
352;ALBERT;CROUSE;Bamenda;23;99.77;17.6;24;18-25
353;JONATHAN;SCARBOROUGH;Pachuca de Soto;18;72.82;18.6;33;26-35
355;TERRY;GRISSOM;Matsue;20;72.8;19.1;33;26-35
356;GERALD;FULTZ;Satna;30;121.7;31.9;33;26-35
357;KEITH;RICO;Bratislava;26;89.74;11.2;26;26-35
358;SAMUEL;MARLOW;Ranchi;21;80.79;23.1;24;18-25
360;RALPH;MADRIGAL;Arecibo;34;150.66;24.1;25;18-25
362;NICHOLAS;BARFIELD;Belm;32;145.68;18.2;28;26-35
363;ROY;WHITING;Nyeri;29;143.71;14.6;30;26-35
364;BENJAMIN;VARNEY;Guadalajara;23;95.77;24.4;29;26-35
365;BRUCE;SCHWARZ;Okinawa;23;103.77;30.2;30;26-35
367;ADAM;GOOCH;Adoni;22;101.78;25.9;26;26-35
371;BILLY;POULIN;Cabuyao;35;149.65;26.0;19;18-25
372;STEVE;MACKENZIE;Probolinggo;34;158.66;26.1;26;26-35
373;LOUIS;LEONE;Tanauan;35;161.65;29.7;30;26-35
375;AARON;SELBY;Mwene-Ditu;24;110.76;20.4;34;26-35
376;RANDY;GAITHER;Kurgan;28;110.72;15.3;32;26-35
377;HOWARD;FORTNER;Kermanshah;26;93.74;13.3;24;18-25
378;EUGENE;CULPEPPER;Shenzhen;19;71.81;30.3;19;18-25
379;CARLOS;COUGHLIN;Bhavnagar;23;106.77;31.7;28;26-35
380;RUSSELL;BRINSON;Tychy;36;136.64;8.3;28;26-35
381;BOBBY;BOUDREAU;South Hill;35;106.65;18.0;24;18-25
382;VICTOR;BARKLEY;Manchester;24;91.76;6.1;21;18-25
385;PHILLIP;HOLM;Tama;26;101.74;30.0;25;18-25
387;JESSE;SCHILLING;Lubumbashi;26;101.74;14.5;33;26-35
388;CRAIG;MORRELL;Cavite;30;124.7;33.2;18;18-25
390;SHAWN;HEATON;Nakhon Sawan;33;152.67;30.1;18;18-25
393;PHILIP;CAUSEY;Korolev;31;121.69;14.3;18;18-25
396;EARL;SHANKS;Iwatsuki;27;111.73;19.5;25;18-25
398;ANTONIO;MEEK;Bag;16;78.84;26.6;30;26-35
399;DANNY;ISOM;Okara;21;91.79;32.3;19;18-25
400;BRYAN;HARDISON;Dallas;28;124.72;28.3;30;26-35
402;LUIS;YANEZ;Brest;20;79.8;10.6;25;18-25
403;MIKE;WAY;Valparai;35;166.65;11.2;19;18-25
405;LEONARD;SCHOFIELD;Tandil;32;109.68;5.5;29;26-35
406;NATHAN;RUNYON;Charlotte Amalie;32;122.68;28.3;31;26-35
407;DALE;RATCLIFF;Rustenburg;27;112.73;9.1;24;18-25
408;MANUEL;MURRELL;Jaffna;30;116.7;29.4;23;18-25
410;CURTIS;IRBY;Richmond Hill;38;167.62;8.3;20;18-25
411;NORMAN;CURRIER;Cianjur;26;80.74;22.9;19;18-25
414;VINCENT;RALSTON;Allende;25;105.75;30.5;32;26-35
415;GLENN;PULLEN;Amersfoort;23;93.77;4.1;21;18-25
416;JEFFERY;PINSON;Dadu;31;121.69;24.9;18;18-25
419;CHAD;CARBONE;Katihar;25;89.75;29.3;28;26-35
420;JACOB;LANCE;El Monte;21;79.79;26.1;22;18-25
421;LEE;HAWKS;Pudukkottai;27;119.73;29.2;23;18-25
422;MELVIN;ELLINGTON;Laohekou;26;97.74;18.8;24;18-25
424;KYLE;SPURLOCK;Shanwei;30;110.7;30.3;33;26-35
428;HERBERT;KRUGER;Syktyvkar;20;78.8;5.1;20;18-25
429;FREDERICK;ISBELL;Tsuyama;21;105.79;19.3;19;18-25
431;JOEL;FRANCISCO;Sucre;23;95.77;13.4;32;26-35
432;EDWIN;BURK;Newcastle;23;116.77;5.6;22;18-25
436;TROY;QUIGLEY;Vancouver;30;144.7;17.2;20;18-25
437;RANDALL;NEUMANN;La Romana;23;99.77;26.3;30;26-35
438;BARRY;LOVELACE;Kitwe;33;134.67;15.9;27;26-35
439;ALEXANDER;FENNELL;Bergamo;36;151.64;12.2;23;18-25
442;LEROY;BUSTAMANTE;Tongliao;32;118.68;20.7;23;18-25
444;MARCUS;HIDALGO;Tartu;30;115.7;20.2;25;18-25
448;MIGUEL;BETANCOURT;Erlangen;29;135.71;3.2;20;18-25
449;OSCAR;AQUINO;Sirjan;20;99.8;23.6;19;18-25
450;JAY;ROBB;Surakarta;26;89.74;25.0;23;18-25
451;JIM;REA;El Fuerte;33;128.67;32.4;21;18-25
452;TOM;MILNER;Abu Dhabi;32;107.68;30.3;19;18-25
454;ALEX;GRESHAM;Uruapan;33;151.67;22.5;25;18-25
455;JON;WILES;El Alto;24;87.76;22.3;23;18-25
456;RONNIE;RICKETTS;Ziguinchor;25;100.75;25.0;28;26-35
457;BILL;GAVIN;Rockford;28;114.72;13.3;32;26-35
458;LLOYD;DOWD;Tegal;19;66.81;25.7;30;26-35
460;LEON;BOSTIC;Florencia;25;109.75;19.1;26;26-35
461;DEREK;BLAKELY;Gingoog;28;97.72;28.3;20;18-25
463;DARRELL;POWER;Halifax;25;91.75;6.1;28;26-35
464;JEROME;KENYON;Rancagua;16;73.84;12.8;23;18-25
465;FLOYD;GANDY;Zapopan;17;69.83;31.8;28;26-35
466;LEO;EBERT;Dongying;23;104.77;16.4;25;18-25
468;TIM;CARY;Bijapur;39;175.61;24.4;23;18-25
471;DEAN;SAUER;Johannesburg;27;109.73;10.7;20;18-25
473;JORGE;OLIVARES;Lhokseumawe;34;134.66;26.3;27;26-35
474;DUSTIN;GILLETTE;Emmen;26;100.74;6.3;34;26-35
476;DERRICK;BOURQUE;Gatineau;22;95.78;9.2;26;26-35
477;DAN;PAINE;Stockport;22;109.78;6.1;19;18-25
479;ZACHARY;HITE;Akron;31;146.69;10.3;26;26-35
480;COREY;HAUSER;Gaziantep;22;101.78;18.0;24;18-25
481;HERMAN;DEVORE;Mwanza;29;115.71;19.5;33;26-35
482;MAURICE;CRAWLEY;Coatzacoalcos;29;138.71;28.5;25;18-25
483;VERNON;CHAPA;Denizli;18;88.82;12.1;21;18-25
484;ROBERTO;VU;Yinchuan;30;139.7;14.5;23;18-25
485;CLYDE;TOBIAS;Shaoguan;29;115.71;25.9;19;18-25
488;SHANE;MILLARD;La Paz;22;95.78;5.0;18;18-25
489;RICARDO;MEADOR;Okayama;21;99.79;21.4;18;18-25
490;SAM;MCDUFFIE;Sogamoso;24;117.76;7.2;19;18-25
495;CHARLIE;BESS;Baiyin;26;120.74;12.7;29;26-35
496;TYLER;WREN;Rizhao;21;88.79;17.3;28;26-35
497;GILBERT;SLEDGE;York;28;129.72;2.3;29;26-35
499;MARC;OUTLAW;Brindisi;30;123.7;18.3;21;18-25
500;REGINALD;KINDER;Madiun;28;115.72;24.9;19;18-25
501;RUBEN;GEARY;Lublin;21;89.79;9.7;24;18-25
503;ANGEL;BARCLAY;Ueda;32;115.68;19.1;25;18-25
504;NATHANIEL;ADAM;Joliet;28;133.72;13.3;26;26-35
505;RAFAEL;ABNEY;Talavera;21;97.79;14.5;25;18-25
506;LESLIE;SEWARD;Pontianak;35;152.65;25.0;28;26-35
508;MILTON;HOWLAND;Vijayawada;25;127.75;28.3;21;18-25
509;RAUL;FORTIER;Chapra;20;100.8;27.9;33;26-35
511;CHESTER;BENNER;Suihua;24;99.76;19.5;24;18-25
512;CECIL;VINES;London;26;115.74;5.1;24;18-25
513;DUANE;TUBBS;Yangor;31;148.69;28.4;34;26-35
514;FRANKLIN;TROUTMAN;Zaoyang;22;74.78;20.1;31;26-35
515;ANDRE;RAPP;Coquimbo;28;126.72;13.2;18;18-25
516;ELMER;NOE;Battambang;26;98.74;30.0;26;26-35
518;GABRIEL;HARDER;Sivas;26;111.74;8.0;23;18-25
519;RON;DELUCA;Isesaki;23;103.77;16.9;20;18-25
520;MITCHELL;WESTMORELAND;Nha Trang;32;134.68;28.2;23;18-25
521;ROLAND;SOUTH;Yingkou;23;80.77;20.7;23;18-25
522;ARNOLD;HAVENS;Santa Rosa;33;167.67;33.0;30;26-35
523;HARVEY;GUAJARDO;Vinh;22;93.78;29.0;19;18-25
524;JARED;ELY;Purwakarta;19;87.81;24.4;33;26-35
525;ADRIAN;CLARY;Udine;19;74.81;13.1;31;26-35
526;KARL;SEAL;Cape Coral;45;221.55;27.2;21;18-25
528;CLAUDE;HERZOG;Benguela;25;111.75;23.9;26;26-35
529;ERIK;GUILLEN;Bhimavaram;29;118.71;30.8;20;18-25
530;DARRYL;ASHCRAFT;Ezeiza;23;76.77;9.3;20;18-25
532;NEIL;RENNER;Cam Ranh;32;152.68;28.0;25;18-25
533;JESSIE;MILAM;Binzhou;33;141.67;17.3;21;18-25
534;CHRISTIAN;JUNG;Amroha;24;88.76;31.2;19;18-25
537;CLINTON;BUFORD;Aurora;25;103.75;22.3;22;18-25
538;TED;BREAUX;Baicheng;29;117.71;20.6;34;26-35
539;MATHEW;BOLIN;Valencia;22;90.78;21.3;25;18-25
540;TYRONE;ASHER;Ruse;24;112.76;14.1;33;26-35
541;DARREN;WINDHAM;Livorno;24;108.76;15.2;29;26-35
545;JULIO;NOLAND;Konotop;21;89.79;11.2;33;26-35
546;KELLY;KNOTT;Sanya;25;103.75;28.6;29;26-35
547;KURT;EMMONS;Kanazawa;23;99.77;21.4;20;18-25
549;NELSON;CHRISTENSON;Santiago de Compostela;20;77.8;10.2;30;26-35
550;GUY;BROWNLEE;Zhoushan;32;159.68;15.8;29;26-35
551;CLAYTON;BARBEE;Alvorada;26;96.74;26.7;23;18-25
552;HUGH;WALDROP;Haining;21;90.79;25.3;31;26-35
553;MAX;PITT;Novi Sad;24;107.76;14.1;19;18-25
555;DWIGHT;LOMBARDI;Chatsworth;17;74.83;29.4;31;26-35
556;ARMANDO;GRUBER;Southport;21;83.79;8.2;24;18-25
557;FELIX;GAFFNEY;Vilnius;24;73.76;12.2;25;18-25
560;JORDAN;ARCHULETA;Avellaneda;30;132.7;13.7;25;18-25
561;IAN;STILL;Garland;27;96.73;28.2;20;18-25
562;WALLACE;SLONE;Sokoto;25;109.75;33.0;29;26-35
564;BOB;PFEIFFER;Xintai;24;91.76;15.4;33;26-35
566;CASEY;MENA;Tokat;34;141.66;10.6;23;18-25
568;ALBERTO;HENNING;Barcelona;21;66.79;16.1;32;26-35
569;DAVE;GARDINER;Leshan;32;134.68;27.2;25;18-25
570;IVAN;CROMWELL;Monclova;26;99.74;34.2;28;26-35
573;BYRON;BOX;Zhezqazghan;29;120.71;14.3;18;18-25
574;JULIAN;VEST;Akishima;28;109.72;19.5;25;18-25
575;ISAAC;OGLESBY;Cuernavaca;29;126.71;30.3;23;18-25
576;MORRIS;MCCARTER;Fengshan;34;139.66;32.3;23;18-25
578;WILLARD;LUMPKIN;Carmen;22;96.78;29.3;30;26-35
579;DARYL;LARUE;Mosul;27;111.73;14.2;31;26-35
580;ROSS;GREY;Iligan;27;99.73;28.5;25;18-25
582;ANDY;VANHORN;Huejutla de Reyes;25;113.75;35.4;34;26-35
583;MARSHALL;THORN;Southampton;23;117.77;9.4;20;18-25
